what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1512651942826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1512651942826
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512651978767
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512651978814
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1512651988017
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512652000893
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1512652008474
opened,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652042639
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652042686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652049224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652067139
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1512652067139
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1512652067155
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1512652081321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652091777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652092162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1512652092166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652092459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652092490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652095842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652096217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1512652096233
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652098420
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512652107576
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652109186
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1512652111901
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652126889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652139733
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652144077
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652151389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652166451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1512652168358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1512652170130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652172092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1512652179527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652180589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1512652182543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652183708
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512652191639
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652196202
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512652198115
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652202576
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652212452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652233264
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512652244405
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652248047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652270129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652295271
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652318280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1512652336608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1512652378515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652392435
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512652398234
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652400990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1512652407459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1512652415842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1512652425280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1512652426546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652433844
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512652437218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652441187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652478016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652497640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652501514
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1512652504119
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1512652504135
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1512652504166
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1512652504229
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1512652504244
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1512652504291
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1512652504291
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1512652504432
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1512652504573
error,log,,,"Internal Error",1512652504932
error,log,,,"Internal Error",1512652506984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652518245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652529431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652539421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652543009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1512652547630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652551187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652565559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652566984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652620372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652633953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652644316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652647672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652655539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1512652657561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1512652662594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652663766
error,log,,,"An internal error occurred during: ""Running Android Lint"".",1512652663969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652663969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652666552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652667687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652721958
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1512652726011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652757671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652760815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652785050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652787587
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1512652789274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1512652792255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1512652794734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652800357
error,log,,,"An internal error occurred during: ""Running Android Lint"".",1512652800570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652800580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652803211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652804120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652855961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652856409
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652859427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652870114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652873973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1512652879391
error,log,,,"Internal Error",1512652879719
error,log,,,"Internal Error",1512652881266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652889483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652892668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1512652919641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1512652921063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652924641
error,log,,,"An internal error occurred during: ""Running Android Lint"".",1512652924828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652924828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652926766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652929322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652930119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652931057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652933225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1512652946974
error,log,,,"An internal error occurred during: ""Running Android Lint"".",1512652947161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652947161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652949344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652950344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652951126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652951938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652956451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652958214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1512652971345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1512652973627
