what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1518172141060
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1518172141060
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1518172141061
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1518172141062
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1518172141062
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1518172141063
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1518172141064
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1518172141066
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1518172141067
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1518172141067
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1518172141069
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1518172141069
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1518172141069
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1518172141070
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1518172141071
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1518172141072
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1518172141073
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1518172141073
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1518172141074
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1518172141074
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1518172141075
os,sysinfo,,,"win32",1518172141078
arch,sysinfo,,,"x86_64",1518172141078
ws,sysinfo,,,"win32",1518172141078
locale,sysinfo,,,"en_IN",1518172141078
processors,sysinfo,,,"4",1518172141078
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1518172141078
java.runtime.version,sysinfo,,,"1.8.0_66-b17",1518172141078
java.specification.name,sysinfo,,,"Java Platform API Specification",1518172141078
java.specification.vendor,sysinfo,,,"Oracle Corporation",1518172141078
java.specification.version,sysinfo,,,"1.8",1518172141078
java.vendor,sysinfo,,,"Oracle Corporation",1518172141078
java.version,sysinfo,,,"1.8.0_66",1518172141078
java.vm.info,sysinfo,,,"mixed mode",1518172141078
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1518172141078
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1518172141078
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1518172141078
java.vm.specification.version,sysinfo,,,"1.8",1518172141078
java.vm.vendor,sysinfo,,,"Oracle Corporation",1518172141078
java.vm.version,sysinfo,,,"25.66-b17",1518172141078
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1518172141091
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1518172141092
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1518172141212
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1518172141402
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1518172141514
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1518172142455
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1518172142492
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1518172142505
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1518172142589
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1518172142635
started,bundle,org.eclipse.emf.common,2.7.0.v20110605-0747,"org.eclipse.emf.common",1518172142975
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110605-0747,"org.eclipse.emf.ecore",1518172143624
