what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1512461348702
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1512461348702
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1512461348702
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1512461348703
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1512461348715
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1512461348715
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1512461348716
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1512461348716
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1512461348727
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1512461348728
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1512461348728
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1512461348729
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1512461348729
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1512461348730
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1512461348731
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1512461348731
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1512461348731
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1512461348777
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1512461348778
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1512461348778
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1512461348779
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1512461348779
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1512461348780
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1512461348780
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1512461348780
os,sysinfo,,,"win32",1512461348782
arch,sysinfo,,,"x86_64",1512461348782
ws,sysinfo,,,"win32",1512461348782
locale,sysinfo,,,"en_IN",1512461348782
processors,sysinfo,,,"4",1512461348782
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1512461348782
java.runtime.version,sysinfo,,,"1.8.0_66-b17",1512461348782
java.specification.name,sysinfo,,,"Java Platform API Specification",1512461348782
java.specification.vendor,sysinfo,,,"Oracle Corporation",1512461348782
java.specification.version,sysinfo,,,"1.8",1512461348782
java.vendor,sysinfo,,,"Oracle Corporation",1512461348782
java.version,sysinfo,,,"1.8.0_66",1512461348782
java.vm.info,sysinfo,,,"mixed mode",1512461348782
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1512461348782
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1512461348782
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1512461348782
java.vm.specification.version,sysinfo,,,"1.8",1512461348782
java.vm.vendor,sysinfo,,,"Oracle Corporation",1512461348782
java.vm.version,sysinfo,,,"25.66-b17",1512461348782
